일시,평균기온(℃),최고기온(℃),최고기온시각,최저기온(℃),최저기온시각일교차
2019-05-16,23.2,28.3,18,6:29,10.3
2019-05-17,21.2,26.3,18.4,21:06,7.9
2019-05-18,20.6,23.3,17.4,7:32,5.9
2019-05-19,21.4,26.3,18.8,21:25,7.5
2019-05-20,17.3,19.8,14.9,23:33,4.9
2019-05-21,19.2,23,14.5,3:58,8.5
2019-05-22,23.4,27.6,19.5,6:22,8.1
2019-05-23,26.2,31.3,22,5:54,9.3
2019-05-24,28.4,33.1,23.8,23:54,9.3
2019-05-25,23.3,27.2,20.4,4:22,6.8
2019-05-26,23.1,25.4,20.3,2:27,5.1
2019-05-27,20.7,25.5,15.8,21:07,9.7
2019-05-28,18.9,21.7,15.5,4:06,6.2
2019-05-29,22.3,27,18.7,23:29,8.3
2019-05-30,21.7,25.9,18,1:10,7.9
2019-05-31,17.9,21.4,15.6,10:30,5.8
2019-06-01,19,22.4,15.9,4:41,6.5
2019-06-02,20.1,24.6,17.9,2:07,6.7
2019-06-03,20.9,24.5,17.9,4:35,6.6
2019-06-04,22.8,29,19.4,0:23,9.6
2019-06-05,22.5,26.1,19.2,5:18,6.9
2019-06-06,23.6,28.1,19.1,5:55,9
2019-06-07,19.6,25.3,18.2,23:24,7.1
2019-06-08,19.9,23.2,17.5,5:11,5.7
2019-06-09,20.2,23.2,17,5:07,6.2
2019-06-10,20.2,24.8,17.5,3:06,7.3
2019-06-11,20.2,22.9,18.4,5:29,4.5
2019-06-12,19.9,22.9,17.6,5:24,5.3
2019-06-13,21.9,28,17.6,4:00,10.4
2019-06-14,19.4,21.4,17.4,20:10,4
2019-06-15,20.1,22.5,18.2,0:01,4.3
2019-06-16,20.6,23.3,18.6,5:39,4.7
2019-06-17,20.8,23.3,17.8,3:43,5.5
2019-06-18,21.6,23.3,20.5,1:03,2.8
2019-06-19,21.7,24.4,19.4,5:28,5
2019-06-20,22,24.4,19.8,2:48,4.6
2019-06-21,22.6,26.4,20.3,3:05,6.1
2019-06-22,22.1,25.5,19.7,4:51,5.8
2019-06-23,21.1,25.6,19.3,3:23,6.3
2019-06-24,21.6,24.4,18.8,5:09,5.6
2019-06-25,24.2,28.9,19.1,4:29,9.8
2019-06-26,22.1,25.9,19.8,4:01,6.1
2019-06-27,23.1,25.9,21.9,23:43,4
2019-06-28,23.5,25.8,21,4:27,4.8
2019-06-29,25.2,29.8,22.6,4:05,7.2
2019-06-30,23.4,26.9,21.4,4:33,5.5
2019-07-01,23.4,25.6,22.3,22:44,3.3
2019-07-02,23.3,25.7,21.8,3:40,3.9
2019-07-03,22.6,24.9,21.6,1:23,3.3
2019-07-04,22.3,25.9,20.4,5:23,5.5
2019-07-05,23.9,28.7,21.6,1:50,7.1
2019-07-06,23.8,27.2,20.8,2:24,6.4
2019-07-07,23.3,26.4,22.2,2:40,4.2
2019-07-08,21.8,22.7,20.6,8:09,2.1
2019-07-09,22,23.6,20.9,13:51,2.7
2019-07-10,21.4,22,20.5,22:09,1.5
2019-07-11,23.2,26.7,20.6,0:21,6.1
2019-07-12,23.3,25.8,21.7,2:44,4.1
2019-07-13,21.6,22.9,20.4,7:14,2.5
2019-07-14,24.2,27.1,21.5,0:09,5.6
2019-07-15,24.2,26.5,22.2,5:36,4.3
2019-07-16,24.8,27.2,22.2,6:28,5
2019-07-17,25,28,22.9,4:20,5.1
2019-07-18,24.2,25.9,22.9,5:45,3
2019-07-19,24.1,26.2,22.3,4:43,3.9
2019-07-20,25.7,28.2,24.6,18:11,3.6
2019-07-21,27.3,30.7,24.8,1:41,5.9
2019-07-22,27.1,32.7,23.8,6:31,8.9
2019-07-23,27.6,30.3,24.3,6:28,6
2019-07-24,27.9,30.9,25.7,6:20,5.2
2019-07-25,27.9,31.1,25.9,1:25,5.2
2019-07-26,27.8,31.2,25.3,3:57,5.9
2019-07-27,28.1,31,26.5,4:06,4.5
2019-07-28,29.3,31.8,27,4:58,4.8
2019-07-29,28.7,31.3,26.1,3:36,5.2
2019-07-30,30.4,35.4,27.3,4:22,8.1
2019-07-31,29.5,32.3,27.9,5:47,4.4
2019-08-01,29.2,32.1,26.9,6:19,5.2
2019-08-02,28.8,31.2,26.7,23:07,4.5
2019-08-03,29,31.7,25.4,4:51,6.3
2019-08-04,27.9,30.2,25.9,8:29,4.3
2019-08-05,27.8,30.9,24.9,6:25,6
2019-08-06,28.8,32.2,26.2,2:05,6
2019-08-07,29.6,34.2,26.6,1:36,7.6
2019-08-08,31.1,34.7,27.7,1:09,7
2019-08-09,30.1,33.3,27.7,3:06,5.6
2019-08-10,29.5,30.9,28.8,6:12,2.1
2019-08-11,28.7,30.5,27.7,9:12,2.8
2019-08-12,29.7,33.9,27.2,6:12,6.7
2019-08-13,29.2,31.2,26.8,6:15,4.4
2019-08-14,28.6,31.6,26.8,21:44,4.8
2019-08-15,27.1,27.9,26.4,6:54,1.5
2019-08-16,27.7,30.9,25.7,7:21,5.2
2019-08-17,28.8,32.6,25.7,4:15,6.9
2019-08-18,27.2,29.7,25.9,23:41,3.8
2019-08-19,26.3,29.1,24.6,6:28,4.5
2019-08-20,27.1,30.1,25.7,1:52,4.4
2019-08-21,28.1,31.6,25.3,4:21,6.3
2019-08-22,28.5,31.8,25.8,3:43,6
2019-08-23,27.4,30.7,26.2,1:22,4.5
2019-08-24,27,28.8,25.2,5:58,3.6
2019-08-25,25.5,27.7,23.3,19:10,4.4
2019-08-26,25.9,28.3,23.5,3:59,4.8
2019-08-27,26.9,31,24.5,12:12,6.5
2019-08-28,24.8,27,23,10:25,4
2019-08-29,23.3,25.4,21.3,10:32,4.1
2019-08-30,25.5,28.8,22.2,23:48,6.6
2019-08-31,24.9,28.2,20.8,4:55,7.4
2019-09-01,23.3,26.3,20.6,19:43,5.7
2019-09-02,24.1,26.6,21.9,0:01,4.7
2019-09-03,24.8,26.7,22.4,5:05,4.3
2019-09-04,24.7,27.9,23.7,2:30,4.2
2019-09-05,26.2,30.4,23.4,2:21,7
2019-09-06,26.8,28.6,25.1,18:41,3.5
2019-09-07,27.6,30.3,24.9,22:57,5.4
2019-09-08,24.5,26.3,23.4,20:14,2.9
2019-09-09,26.2,29,23.7,0:01,5.3
2019-09-10,27,29.4,24,6:26,5.4
2019-09-11,26,29.3,24.1,7:54,5.2
2019-09-12,24.1,25.1,23,23:59,2.1
2019-09-13,24,26.7,22.1,6:12,4.6
2019-09-14,24.3,26.9,21.7,5:35,5.2
2019-09-15,24.6,26.9,22.9,5:56,4
2019-09-16,24.6,27,23.6,3:46,3.4
2019-09-17,23.8,25.8,22,5:53,3.8
2019-09-18,23.3,27.6,20.6,23:34,7
2019-09-19,22.8,25.9,19.3,2:03,6.6
2019-09-20,22.5,25,19.9,4:56,5.1
2019-09-21,20.5,21.7,19.1,11:44,2.6
2019-09-22,20.4,21.7,19.1,20:19,2.6
2019-09-23,21,24.5,18.4,23:39,6.1
2019-09-24,20.4,25.2,16.7,4:15,8.5
2019-09-25,21.8,25.2,18.3,3:28,6.9
2019-09-26,23.8,27.7,21.3,1:30,6.4
2019-09-27,23.8,25.7,22.7,19:07,3
2019-09-28,24.1,25.6,23.1,0:01,2.5
2019-09-29,24.1,26.3,22.9,4:00,3.4
2019-09-30,23.6,26.8,22,20:37,4.8
2019-10-01,23.4,26.4,20.5,23:55,5.9
2019-10-02,24.8,27.3,20.6,0:01,6.7
2019-10-03,23.4,26.2,21.9,6:52,4.3
2019-10-04,23.1,26.1,21.2,6:05,4.9
2019-10-05,20.8,23.2,18.4,23:56,4.8
2019-10-06,20.8,24.6,17,3:27,7.6
2019-10-07,21.8,23.6,20.2,22:16,3.4
2019-10-08,20.5,24,17.4,23:43,6.6
2019-10-09,17.6,21.5,14.2,6:48,7.3
2019-10-10,19,23.1,14,5:43,9.1
2019-10-11,21,23.9,17.1,6:08,6.8
2019-10-12,21.4,24.8,18.7,5:32,6.1
2019-10-13,19.7,22.8,17.1,6:57,5.7
2019-10-14,19.3,23.2,16.7,23:45,6.5
2019-10-15,17.4,19.1,15.2,6:32,3.9
2019-10-16,18.1,21.3,15.8,7:01,5.5
2019-10-17,19.3,21.8,16.2,1:53,5.6
2019-10-18,19.1,20.5,18.1,6:19,2.4
2019-10-19,19.8,22.7,17.7,23:27,5
2019-10-20,19.1,21.8,15.4,6:27,6.4
2019-10-21,19.9,22.9,17.4,4:28,5.5
2019-10-22,20.8,22.5,18.6,5:05,3.9
2019-10-23,20.3,21.8,19.2,6:36,2.6
2019-10-24,20.1,22.3,18.4,23:56,3.9
2019-10-25,20.1,23.5,16.8,6:21,6.7
2019-10-26,16.5,19.4,15.5,22:44,3.9
2019-10-27,16,18.7,13.7,23:59,5
2019-10-28,15.7,19.2,11.9,4:58,7.3
2019-10-29,17.9,20.8,15.2,24:00:00,5.6
2019-10-30,16.3,19.5,13.7,23:59,5.8
2019-10-31,16.5,20.7,12.1,6:40,8.6
2019-11-01,18.3,22,15.6,0:05,6.4
2019-11-02,18.6,22.7,15.6,3:22,7.1
2019-11-03,17.5,20.4,15.2,23:41,5.2
2019-11-04,17.3,20.6,13.5,3:50,7.1
2019-11-05,17.3,20.3,14.6,23:49,5.7
2019-11-06,15.8,19.4,12.3,6:26,7.1
2019-11-07,15.9,19.3,13.4,23:30,5.9
2019-11-08,13.8,17.3,12.4,23:45,4.9
2019-11-09,14.4,18.1,11.9,23:15,6.2
2019-11-10,15.5,19.7,10.3,4:18,9.4
2019-11-11,17.1,19.5,15.3,23:37,4.2
2019-11-12,14.7,17.9,12.1,7:06,5.8
2019-11-13,15,18.3,11.8,3:13,6.5
2019-11-14,11.2,14.5,7.9,23:58,6.6
2019-11-15,12.1,17.2,7,5:30,10.2
2019-11-16,16,21.3,10.6,0:41,10.7
2019-11-17,20.1,24.3,14.9,6:32,9.4
2019-11-18,13.7,22.7,11.2,22:24,11.5
2019-11-19,10.6,12.3,9.9,7:50,2.4
2019-11-20,9.9,12.5,7.8,23:20,4.7
2019-11-21,13.1,17.1,7.8,0:54,9.3
2019-11-22,17.1,21.8,13.5,3:35,8.3
2019-11-23,18.1,21.7,14.5,7:04,7.2
2019-11-24,17.3,19.5,13.7,23:21,5.8
2019-11-25,10.1,13.9,9.2,19:42,4.7
2019-11-26,13.5,15.3,9.7,0:01,5.6
2019-11-27,11.1,14.8,9.3,16:17,5.5
2019-11-28,10.8,14,8.8,4:10,5.2
2019-11-29,9.7,12.6,6.9,23:55,5.7
2019-11-30,12.5,18,6.9,0:04,11.1
2019-12-01,12.5,15.1,11.1,23:45,4
2019-12-02,9.9,11.8,7.4,19:35,4.4
2019-12-03,9.5,10.8,7.5,0:09,3.3
2019-12-04,11.3,14.1,10,4:02,4.1
2019-12-05,8.7,11.5,5.7,23:56,5.8
2019-12-06,4.2,5.8,3.2,7:02,2.6
2019-12-07,7.5,9.5,4.3,0:34,5.2
2019-12-08,8.7,10.2,6,23:44,4.2
2019-12-09,10.7,15.2,5.9,0:12,9.3
2019-12-10,13.3,18.7,8.5,2:55,10.2
2019-12-11,12.9,18,9.6,21:53,8.4
2019-12-12,8.3,10.3,5.4,24:00:00,4.9
2019-12-13,8.6,12.9,4.6,6:11,8.3
2019-12-14,10,12.7,6.9,23:29,5.8
2019-12-15,12.5,17.4,6.9,0:01,10.5
2019-12-16,14.9,18.2,12.2,2:13,6
2019-12-17,14.1,17.6,10.9,23:46,6.7
2019-12-18,8.8,10.9,7.4,21:46,3.5
2019-12-19,7.8,9.4,7,21:48,2.4
2019-12-20,8.4,11.1,6.9,0:03,4.2
2019-12-21,8,10.1,5.6,5:37,4.5
2019-12-22,9.6,11.6,6.8,23:22,4.8
2019-12-23,9.4,12.4,6.7,0:18,5.7
2019-12-24,9.2,11.9,7.3,7:48,4.6
2019-12-25,11.4,15.1,7,4:23,8.1
2019-12-26,9.9,13.1,6.7,23:31,6.4
2019-12-27,6.7,7.3,5.7,4:47,1.6
2019-12-28,7.7,9.7,6.1,6:03,3.6
2019-12-29,11.8,16.4,7.1,0:30,9.3
2019-12-30,11.5,13.6,6.3,23:54,7.3
2019-12-31,2.9,6.4,1.8,12:09,4.6
2020-01-01,5.2,7.3,2.4,0:01,4.9
2020-01-02,8.1,9.2,5.5,3:35,3.7
2020-01-03,8.8,11.4,6.4,24:00:00,5
2020-01-04,7.9,11.4,5.1,3:31,6.3
2020-01-05,8.5,11.1,4.3,6:40,6.8
2020-01-06,14.5,18.9,10.1,1:32,8.8
2020-01-07,19.2,23.6,12.8,23:59,10.8
2020-01-08,8.1,13.2,6.9,22:59,6.3
2020-01-09,7.3,8.2,6.7,23:32,1.5
2020-01-10,8,11,4.3,7:28,6.7
2020-01-11,8,9.1,6.9,7:30,2.2
2020-01-12,7.5,8.5,6.7,21:46,1.8
2020-01-13,7.1,8.8,6.1,23:54,2.7
2020-01-14,4.8,6.2,3.4,9:28,2.8
2020-01-15,5.6,7.2,4.6,23:40,2.6
2020-01-16,6.3,8,4.6,1:21,3.4
2020-01-17,6.9,9.2,6,21:19,3.2
2020-01-18,7,9,6.2,0:01,2.8
2020-01-19,8.6,10,5.9,2:33,4.1
2020-01-20,8.4,10.9,7.1,23:29,3.8
2020-01-21,7.4,10.5,4.9,6:10,5.6
2020-01-22,11.4,13.5,8.6,5:01,4.9
2020-01-23,11.2,13.6,10.5,17:34,3.1
2020-01-24,11.3,12.7,9.5,4:53,3.2
2020-01-25,11.9,14,10.6,19:25,3.4
2020-01-26,11.6,13,10.6,2:02,2.4
2020-01-27,9.8,11.5,8.1,16:36,3.4
2020-01-28,9.9,11.1,9.1,0:03,2
2020-01-29,9.6,11.3,8.5,20:34,2.8
2020-01-30,8.3,10.2,7.5,23:20,2.7
2020-01-31,7.2,8,5.9,22:53,2.1
2020-02-01,8.2,10.9,4.5,4:08,6.4
2020-02-02,7.7,10.7,6,6:08,4.7
2020-02-03,6.9,9.3,5.1,23:35,4.2
2020-02-04,5.6,8.2,2.6,7:44,5.6
2020-02-05,3.4,7.7,1.2,23:45,6.5
2020-02-06,3.3,5.4,0.8,4:42,4.6
2020-02-07,6.4,8.9,4.8,0:01,4.1
2020-02-08,6.9,9,4.7,23:16,4.3
2020-02-09,6.6,8.9,4.9,0:01,4
2020-02-10,10.6,14.1,6.1,0:40,8
2020-02-11,11.2,15.1,6.7,7:33,8.4
2020-02-12,13.3,16.7,11.1,0:32,5.6
2020-02-13,12.3,14.9,11.1,4:43,3.8
2020-02-14,13.6,16.4,11.1,5:10,5.3
2020-02-15,16.2,21.6,12.2,1:04,9.4
2020-02-16,5.4,12.5,3,23:48,9.5
2020-02-17,2.6,4.2,0.8,11:42,3.4
2020-02-18,4.9,7.8,0.5,1:02,7.3
2020-02-19,6.6,10.7,2.2,5:43,8.5
2020-02-20,10,13.2,6.7,7:35,6.5
2020-02-21,12.4,16.9,6.4,6:26,10.5
2020-02-22,10.8,14.3,7.6,23:33,6.7
2020-02-23,7.8,11.1,5.9,23:27,5.2
2020-02-24,11.5,15.8,5.4,3:38,10.4
2020-02-25,16.6,21.8,11.5,23:35,10.3
2020-02-26,11.4,12.7,8.4,24:00:00,4.3
2020-02-27,10,13.4,6.8,5:32,6.6
2020-02-28,10.4,11.6,8.7,16:56,2.9
2020-02-29,11.6,12.2,10.9,0:01,1.3
2020-03-01,11.2,12.7,8.1,23:59,4.6
2020-03-02,8,10.4,6,22:37,4.4
2020-03-03,10.7,15,6.2,0:01,8.8
2020-03-04,8,10.6,5.2,23:13,5.4
2020-03-05,6.1,9.6,4,23:49,5.6
2020-03-06,7.4,11.9,2.5,6:19,9.4
2020-03-07,10.3,11,8,0:09,3
2020-03-08,12,15.4,7.3,7:11,8.1
2020-03-09,13.1,14.6,11.3,3:34,3.3
2020-03-10,9.6,13.4,7.7,23:23,5.7
2020-03-11,8.4,11.1,5.5,23:50,5.6
2020-03-12,9.4,13.7,3.8,6:28,9.9
2020-03-13,11.2,14.5,8.2,23:45,6.3
2020-03-14,8.4,10.6,5.9,7:15,4.7
2020-03-15,11.1,15.3,6.8,23:56,8.5
2020-03-16,7.3,10.6,4.6,5:25,6
2020-03-17,13,19.8,6.2,3:40,13.6
2020-03-18,14,16.7,10.1,5:51,6.6
2020-03-19,13.9,21.2,9.9,20:03,11.3
2020-03-20,12,16,7.2,6:49,8.8
2020-03-21,17.4,22.8,9.9,0:27,12.9
2020-03-22,14.4,18.5,11.3,23:53,7.2
2020-03-23,12.7,16.3,9.3,5:03,7
2020-03-24,12.6,15.8,8.8,6:28,7
2020-03-25,16.3,20.9,10.8,1:25,10.1
2020-03-26,17.9,23.2,15,7:17,8.2
2020-03-27,12,19.9,8.4,23:03,11.5
2020-03-28,9,9.9,7.1,12:32,2.8
2020-03-29,11.2,14.4,6.6,4:27,7.8
2020-03-30,13.5,15.9,11.7,5:38,4.2
2020-03-31,13.9,17.2,11.3,6:19,5.9
2020-04-01,11.6,15.4,8.4,4:58,7
2020-04-02,11.8,14.7,8.7,1:32,6
2020-04-03,12.8,16.3,10.9,5:12,5.4
2020-04-04,11.6,16.9,7.6,23:59,9.3
2020-04-05,9.7,13.4,7.4,6:01,6
2020-04-06,10.7,14.3,6,6:06,8.3
2020-04-07,13.4,17.9,8.9,6:06,9
2020-04-08,12.9,16.8,10.5,5:21,6.3
2020-04-09,12.1,15.3,8.8,4:58,6.5
2020-04-10,12.9,15.9,9.9,2:09,6
2020-04-11,12.3,16.8,9.7,20:23,7.1
2020-04-12,9.8,11.2,7.5,19:13,3.7
2020-04-13,11.6,13.8,9.6,22:25,4.2
2020-04-14,13.2,16.6,8.3,6:09,8.3
2020-04-15,13.4,16.9,10.1,4:21,6.8
2020-04-16,15.9,21.4,10.3,5:54,11.1
2020-04-17,16,18.7,13.6,22:36,5.1
2020-04-18,12.9,16.2,11.1,23:45,5.1
2020-04-19,13.3,15.6,11,2:24,4.6
2020-04-20,13.8,18,11.6,6:14,6.4
2020-04-21,12.8,16.5,10.2,23:39,6.3
2020-04-22,11.1,14.8,8.7,5:51,6.1
2020-04-23,11.1,14.1,8.7,4:30,5.4
2020-04-24,13.1,16.8,9.1,3:22,7.7
2020-04-25,18.3,23,10.2,0:56,12.8
2020-04-26,14.2,18.9,11.1,5:58,7.8
2020-04-27,14.3,17.7,11,6:18,6.7
2020-04-28,15.2,19.7,10.4,6:23,9.3
2020-04-29,15.9,20,13,6:27,7
2020-04-30,19,24.8,12.5,2:43,12.3
2020-05-01,20.5,24.6,17.4,24:00:00,7.2
2020-05-02,19.2,21.9,16.4,1:11,5.5
2020-05-03,19.2,23.6,16,23:41,7.6
2020-05-04,18.5,23.7,15.5,23:20,8.2
2020-05-05,17.6,24.6,14.2,2:53,10.4
2020-05-06,19.5,24.5,15.9,6:41,8.6
2020-05-07,17.8,22.9,14.8,4:47,8.1
2020-05-08,20.9,26.5,15.5,2:11,11
2020-05-09,21.3,27.7,15.5,23:37,12.2
2020-05-10,16,18.1,15,5:56,3.1
2020-05-11,17.3,23.2,14.6,4:45,8.6
2020-05-12,18.5,25.1,14.9,23:42,10.2
2020-05-13,17,20.4,13.2,5:49,7.2
2020-05-14,20.2,25.8,15.2,5:02,10.6
2020-05-15,22.1,27.1,19,23:49,8.1
2020-05-16,16.6,19.1,14,22:34,5.1
2020-05-17,17,21.9,13.6,3:22,8.3
2020-05-18,19.2,29.5,15.9,23:55,13.6
2020-05-19,17.2,21.1,14.4,4:51,6.7
2020-05-20,16.6,20.6,13.8,3:52,6.8
2020-05-21,18.8,24.6,14.5,4:52,10.1
2020-05-22,19.1,23.9,16.3,3:08,7.6
2020-05-23,19.6,22.4,16.1,5:03,6.3
2020-05-24,20.4,26.1,17.9,6:36,8.2
2020-05-25,17.7,20.6,16.4,9:05,4.2
2020-05-26,18.4,21.1,16.5,4:08,4.6
2020-05-27,18.2,21.1,16,4:49,5.1
2020-05-28,19.7,25,15.9,4:13,9.1
2020-05-29,18.5,20.5,14.7,5:35,5.8
2020-05-30,20,23.6,17.8,5:13,5.8
2020-05-31,19.7,23.6,17.1,7:31,6.5
2020-06-01,18.7,21.7,16.7,23:06,5
2020-06-02,18.6,22.5,15,3:57,7.5
2020-06-03,20.5,24.7,18.1,0:21,6.6
2020-06-04,21.2,25.3,18.7,2:23,6.6
2020-06-05,19.9,24.2,17.4,3:40,6.8
2020-06-06,21.2,26.5,19.2,1:01,7.3
2020-06-07,21.3,23.9,18.5,5:15,5.4
2020-06-08,23.4,29.7,18.6,0:53,11.1
2020-06-09,26.7,30.1,22.2,1:19,7.9
2020-06-10,24.7,28.9,22.7,13:46,6.2
2020-06-11,24.5,28.9,21.6,23:54,7.3
2020-06-12,22.7,24.2,21.1,1:05,3.1
2020-06-13,25.6,29.6,22.8,0:37,6.8
2020-06-14,24.2,27.7,20.8,21:52,6.9
2020-06-15,22.2,25,20.2,6:26,4.8
2020-06-16,23.3,26.9,21.4,1:48,5.5
2020-06-17,20.9,23.2,18.3,22:56,4.9
2020-06-18,19.5,22.5,18.3,6:50,4.2
2020-06-19,19.9,22.6,18.3,5:56,4.3
2020-06-20,21.9,24.9,19.7,0:01,5.2
2020-06-21,21.8,24.3,20.1,5:38,4.2
2020-06-22,22.7,28.9,20.1,0:44,8.8
2020-06-23,25.6,30.9,20,4:57,10.9
2020-06-24,24.9,27.1,21.9,9:54,5.2
2020-06-25,22.9,24.9,21.6,23:39,3.3
2020-06-26,22.9,25.4,20.7,5:39,4.7
2020-06-27,23.1,26.8,20.8,5:38,6
2020-06-28,23.5,28.7,20.5,24:00:00,8.2
2020-06-29,23.2,27.6,19.1,3:39,8.5
2020-06-30,21.8,24,20,23:12,4
2020-07-01,22.6,26.8,19.7,5:25,7.1
2020-07-02,23,25.2,20.2,5:12,5
2020-07-03,21.4,23.8,19.7,20:42,4.1
2020-07-04,20.2,21.7,19.5,8:17,2.2
2020-07-05,21.2,24.2,19.2,4:44,5
2020-07-06,22.5,26.1,20.7,5:46,5.4
2020-07-07,22.5,25.5,21.2,22:38,4.3
2020-07-08,22.3,25.6,20,5:53,5.6
2020-07-09,23.2,27.6,20.9,2:53,6.7
2020-07-10,25.6,29.8,21.9,0:30,7.9
2020-07-11,23.3,25.8,22.5,3:20,3.3
2020-07-12,24.6,26.5,22.6,0:36,3.9
2020-07-13,25.6,30.6,22.6,23:44,8
2020-07-14,21.6,23.6,19.8,21:50,3.8
2020-07-15,21.6,24.6,20.2,0:31,4.4
2020-07-16,22.2,24.5,20.2,6:43,4.3
2020-07-17,23.1,25.8,20.1,3:49,5.7
2020-07-18,24.2,26.7,20.7,2:21,6
2020-07-19,29.1,34.3,23,2:37,11.3
2020-07-20,26.4,29.9,22.8,23:25,7.1
2020-07-21,24.6,27.2,22.6,3:54,4.6
2020-07-22,26.8,30.4,23.8,13:57,6.6
2020-07-23,26.5,30.5,23.6,2:51,6.9
2020-07-24,23,25.1,21.3,17:29,3.8
2020-07-25,23.7,26.6,21.2,1:27,5.4
2020-07-26,23.4,25.5,20.7,5:44,4.8
2020-07-27,24.8,27.9,22.6,5:12,5.3
2020-07-28,28.7,33.8,25.1,0:01,8.7
2020-07-29,27.9,30.9,25.7,5:49,5.2
2020-07-30,27.8,31,25.4,4:52,5.6
2020-07-31,26.9,29.5,25.1,5:02,4.4
2020-08-01,28.2,30.7,25.5,2:01,5.2
2020-08-02,29.3,34,26.7,5:21,7.3
2020-08-03,28.8,32.5,26.7,0:52,5.8
2020-08-04,30.2,34.9,27.1,1:32,7.8
2020-08-05,30.3,34.1,26.4,11:11,7.7
2020-08-06,30.2,32.7,27.9,23:22,4.8
2020-08-07,30.6,32.7,27.8,1:01,4.9
2020-08-08,30.9,32.7,29.7,0:28,3
2020-08-09,30.4,33.9,28,23:32,5.9
2020-08-10,29.4,32.3,26.6,10:55,5.7
2020-08-11,30.4,33.6,27.6,8:32,6
2020-08-12,31,34.5,28.2,4:32,6.3
2020-08-13,31.3,36.1,28.2,23:04,7.9
2020-08-14,32.2,36.3,27.6,1:28,8.7
2020-08-15,31.1,36.3,27.8,5:26,8.5
2020-08-16,29.9,32.7,27.5,4:54,5.2
2020-08-17,29.4,32.3,27,4:17,5.3
2020-08-18,29,30.8,26.8,5:22,4
2020-08-19,28.3,31.2,26,5:38,5.2
2020-08-20,28.2,31.3,26,5:51,5.3
2020-08-21,28,30.3,25.4,6:43,4.9
2020-08-22,27.4,33.3,24.3,14:37,9
2020-08-23,28.3,31.2,24.8,2:06,6.4
2020-08-24,30,35.1,26.2,6:19,8.9
2020-08-25,29.8,33.6,27.7,0:26,5.9
2020-08-26,28.4,29.8,25.4,6:37,4.4
2020-08-27,28.7,30.8,27.2,22:23,3.6
2020-08-28,28.4,32.6,26.4,6:04,6.2
2020-08-29,28.4,31.3,26.3,1:52,5
2020-08-30,28.1,31.4,26.1,4:51,5.3
2020-08-31,27.8,31.6,25.9,4:44,5.7
2020-09-01,26.8,28,25.6,5:20,2.4
2020-09-02,25.1,27.9,23.1,23:09,4.8
2020-09-03,25.2,28.7,23.2,2:00,5.5
2020-09-04,25.5,29.3,21.5,5:05,7.8
2020-09-05,21.9,24.1,19.3,17:51,4.8
2020-09-06,21.7,23.1,20.5,1:26,2.6
2020-09-07,23,26.3,20.7,6:02,5.6
2020-09-08,26.7,30.7,22.4,3:23,8.3
2020-09-09,25.8,28.7,24.4,23:09,4.3
2020-09-10,24.5,26.6,22.7,1:07,3.9
2020-09-11,23.5,26,21.8,5:04,4.2
2020-09-12,23.1,25.5,21.6,2:25,3.9
2020-09-13,23,26.1,21.7,18:56,4.4
2020-09-14,23.3,25.9,21.8,2:23,4.1
2020-09-15,23.7,25.8,21,6:44,4.8
2020-09-16,23.5,28.3,21.5,9:35,6.8
2020-09-17,21.2,23.3,19.3,21:13,4
2020-09-18,20.5,23.1,17.8,5:43,5.3
2020-09-19,21.2,25.6,16.8,6:09,8.8
2020-09-20,22,25.6,18,6:20,7.6
2020-09-21,21.5,25,18.5,6:04,6.5
2020-09-22,21.2,22.6,19.5,3:27,3.1
2020-09-23,20.9,21.7,20.1,3:40,1.6
2020-09-24,21.3,22.7,20.6,2:30,2.1
2020-09-25,22.5,25.3,20.1,6:34,5.2
2020-09-26,22.1,25.8,20.5,23:28,5.3
2020-09-27,21.4,24.1,19,4:50,5.1
2020-09-28,20.9,23.4,19.3,2:26,4.1
2020-09-29,21.2,23.8,18.1,5:11,5.7
2020-09-30,21.9,24.9,19,4:54,5.9
2020-10-01,21.5,24.1,19.4,7:11,4.7
2020-10-02,21.7,25.5,17.6,6:43,7.9
2020-10-03,22.5,25.3,20.2,0:01,5.1
2020-10-04,21.4,23.5,19.5,6:30,4
2020-10-05,18.4,21.1,16.8,7:24,4.3
2020-10-06,18.6,20.4,17.1,4:30,3.3
2020-10-07,20.5,22.2,17,0:48,5.2
2020-10-08,20.3,22.5,19.1,23:56,3.4
2020-10-09,20.1,21.5,18.6,5:31,2.9
2020-10-10,20.3,22.4,18.9,5:12,3.5
2020-10-11,20.4,23.3,18.9,23:40,4.4
2020-10-12,20.4,23.5,18,3:15,5.5
2020-10-13,18.4,21,16.1,23:46,4.9
2020-10-14,19.1,21.7,15.7,1:19,6
2020-10-15,17.9,20.3,15.6,4:47,4.7
2020-10-16,17.2,20,14.4,21:39,5.6
2020-10-17,17.5,20.7,13.7,6:33,7
2020-10-18,17.7,20.9,15.6,5:38,5.3
2020-10-19,17.7,21.1,14.2,5:15,6.9
2020-10-20,18.7,22.2,15.6,0:12,6.6
2020-10-21,18.3,22.2,16.3,19:03,5.9
2020-10-22,17.5,20.5,15.4,23:53,5.1
2020-10-23,15.2,16.7,14.3,23:48,2.4
2020-10-24,15.4,17.6,14,7:07,3.6
2020-10-25,16.3,19.9,13.2,2:25,6.7
2020-10-26,15.6,20.8,12.1,7:01,8.7
